address,label,source
0xE592427A0AEce92De3Edee1F18E0157C05861564,UNISWAP_V3_ROUTER,manual
0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,ETH_PLACEHOLDER,manual
